id,title,body,notification_priority,title_tokens,body_tokens
191,भारत मा प्रधानमन्त्री नयाँ कदम,फाइभजी को भ्रमण आर्थिक विकास नयाँ ढोका खोल्ने अपेक्षा गरिए छ।,1,"['भारत', 'मा', 'प्रधानमन्त्रीको', 'नयाँ', 'कदम']","['फाइभजी', 'को', 'भ्रमणले', 'आर्थिक', 'विकासको', 'नयाँ', 'ढोका', 'खोल्ने', 'अपेक्षा', 'गरिएको', 'छ', '।']"
192,क्रिकेट प्रविधि नयाँ प्रयोग,फाइभजी को सुरुवात भविष्य गति थप्नेछ।,1,"['क्रिकेट', 'प्रविधिको', 'नयाँ', 'प्रयोग']","['फाइभजी', 'को', 'सुरुवातले', 'भविष्यमा', 'गति', 'थप्नेछ', '।']"
193,एआई ले नयाँ उपकरण सार्वजनिक गर्यो,भारत ले नयाँ उत्पाद बजार चकित पारे छ।,1,"['एआई', 'ले', 'नयाँ', 'उपकरण', 'सार्वजनिक', 'गर्यो']","['भारत', 'ले', 'नयाँ', 'उत्पादले', 'बजारलाई', 'चकित', 'पारेको', 'छ', '।']"
194,एआई मा नेपाल ऐतिहासिक जीत,ओलम्पिक खेलाडी मेहनत स्वर्ण पदक नेपाल दिलायो।,1,"['एआई', 'मा', 'नेपालको', 'ऐतिहासिक', 'जीत']","['ओलम्पिक', 'खेलाडीको', 'मेहनतले', 'स्वर्ण', 'पदक', 'नेपाललाई', 'दिलायो', '।']"
195,फाइभजी फाइनल खेल तयारी,एआई खेलाडी मेहनत स्वर्ण पदक नेपाल दिलायो।,1,"['फाइभजी', 'फाइनल', 'खेलको', 'तयारी']","['एआई', 'खेलाडीको', 'मेहनतले', 'स्वर्ण', 'पदक', 'नेपाललाई', 'दिलायो', '।']"
196,फाइभजी फाइनल खेल तयारी,एआई खेलाडी मेहनत स्वर्ण पदक नेपाल दिलायो।,0,"['फाइभजी', 'फाइनल', 'खेलको', 'तयारी']","['एआई', 'खेलाडीको', 'मेहनतले', 'स्वर्ण', 'पदक', 'नेपाललाई', 'दिलायो', '।']"
197,क्रिकेट नेटवर्क सुरुवात,फाइभजी मा एआई प्रविधि प्रयोग सुधार ल्याउने अपेक्षा।,0,"['क्रिकेट', 'नेटवर्कको', 'सुरुवात']","['फाइभजी', 'मा', 'एआई', 'प्रविधिको', 'प्रयोगले', 'सुधार', 'ल्याउने', 'अपेक्षा', '।']"
198,चीन सम्बन्ध नयाँ मस्यौदा,ओलम्पिक सम्बन्ध सरकार तर्फ चासो व्यक्त।,1,"['चीन', 'सम्बन्धमा', 'नयाँ', 'मस्यौदा']","['ओलम्पिक', 'सम्बन्धमा', 'सरकारको', 'तर्फबाट', 'चासो', 'व्यक्त', '।']"
199,चीन सम्बन्ध नयाँ मस्यौदा,ओलम्पिक को निर्णय व्यापक प्रतिक्रिया ल्याए छ।,1,"['चीन', 'सम्बन्धमा', 'नयाँ', 'मस्यौदा']","['ओलम्पिक', 'को', 'निर्णयले', 'व्यापक', 'प्रतिक्रिया', 'ल्याएको', 'छ', '।']"
200,भारत मा प्रधानमन्त्री नयाँ कदम,क्रिकेट को भ्रमण आर्थिक विकास नयाँ ढोका खोल्ने अपेक्षा गरिए छ।,1,"['भारत', 'मा', 'प्रधानमन्त्रीको', 'नयाँ', 'कदम']","['क्रिकेट', 'को', 'भ्रमणले', 'आर्थिक', 'विकासको', 'नयाँ', 'ढोका', 'खोल्ने', 'अपेक्षा', 'गरिएको', 'छ', '।']"
201,चीन सम्बन्ध नयाँ मस्यौदा,ओलम्पिक को भ्रमण आर्थिक विकास नयाँ ढोका खोल्ने अपेक्षा गरिए छ।,0,"['चीन', 'सम्बन्धमा', 'नयाँ', 'मस्यौदा']","['ओलम्पिक', 'को', 'भ्रमणले', 'आर्थिक', 'विकासको', 'नयाँ', 'ढोका', 'खोल्ने', 'अपेक्षा', 'गरिएको', 'छ', '।']"
202,क्रिकेट फाइनल खेल तयारी,भारत प्रतियोगिता नेपाल ऐतिहासिक प्रदर्शन।,0,"['क्रिकेट', 'फाइनल', 'खेलको', 'तयारी']","['भारत', 'प्रतियोगितामा', 'नेपालको', 'ऐतिहासिक', 'प्रदर्शन', '।']"
203,एआई ले नयाँ उपकरण सार्वजनिक गर्यो,क्रिकेट को सुरुवात भविष्य गति थप्नेछ।,0,"['एआई', 'ले', 'नयाँ', 'उपकरण', 'सार्वजनिक', 'गर्यो']","['क्रिकेट', 'को', 'सुरुवातले', 'भविष्यमा', 'गति', 'थप्नेछ', '।']"
204,एआई प्रविधि नयाँ प्रयोग,फाइभजी ले नयाँ उत्पाद बजार चकित पारे छ।,0,"['एआई', 'प्रविधिको', 'नयाँ', 'प्रयोग']","['फाइभजी', 'ले', 'नयाँ', 'उत्पादले', 'बजारलाई', 'चकित', 'पारेको', 'छ', '।']"
205,चीन मा प्रधानमन्त्री नयाँ कदम,एआई सम्बन्ध सरकार तर्फ चासो व्यक्त।,0,"['चीन', 'मा', 'प्रधानमन्त्रीको', 'नयाँ', 'कदम']","['एआई', 'सम्बन्धमा', 'सरकारको', 'तर्फबाट', 'चासो', 'व्यक्त', '।']"
206,नेपाल फाइनल खेल तयारी,नेपाल खेलाडी मेहनत स्वर्ण पदक नेपाल दिलायो।,1,"['नेपाल', 'फाइनल', 'खेलको', 'तयारी']","['नेपाल', 'खेलाडीको', 'मेहनतले', 'स्वर्ण', 'पदक', 'नेपाललाई', 'दिलायो', '।']"
